currentGen,meanFitness,meanTime
0,0.0034314492953927338,0.00012002229690551758
1,0.0027224433284022648,0.0004900884628295898
2,0.002768074132823563,0.0009501838684082032
3,0.0027302592785356555,0.001270296573638916
4,0.0022386043130361703,0.001700422763824463
5,0.0023830980813499963,0.0021305465698242187
6,0.0022108241141933775,0.0024506211280822753
7,0.002162221847235561,0.002860686779022217
8,0.0022520795149022256,0.003270776271820068
9,0.0023563373036142804,0.003570854663848877
10,0.0023704615433862825,0.003960938453674317
11,0.0025864189192193175,0.004371006488800049
12,0.0021413955275044723,0.004841153621673584
13,0.0020714759249764202,0.005231258869171143
14,0.0018723633012769207,0.0056513786315917965
15,0.001989071108728551,0.006041398048400879
16,0.001971389006280284,0.006461505889892578
17,0.0019434491943324155,0.006851565837860107
18,0.001787589009415062,0.007181649208068848
19,0.0019048147286139614,0.007651743888854981
20,0.0017879766791064208,0.00794179916381836
21,0.001741739101022933,0.008371927738189698
22,0.001741674242637697,0.00876201868057251
23,0.0016377078076200654,0.009072105884552002
24,0.0016709395359474446,0.00949221134185791
25,0.0016672225355030285,0.009932339191436768
26,0.0016975685457431694,0.010302412509918212
27,0.0018208721447066348,0.010702478885650634
28,0.0016323336130822789,0.011092581748962403
29,0.0015902588111948105,0.011462655067443848
30,0.0014205793995319812,0.011872756481170654
